x,y,z,intensity
52.5,30.0,-183.75,28.0
52.5,30.0,-181.875,30.0
52.5,30.0,-180.0,31.0
52.5,30.0,-178.125,33.0
52.5,30.0,-176.25,34.0
52.5,30.0,-174.375,38.0
54.375,0.0,-161.25,45.0
54.375,0.0,-159.375,43.0
54.375,0.0,-157.5,45.0
54.375,0.0,-155.625,44.0
54.375,0.0,-153.75,39.0
54.375,0.0,-151.875,37.0
54.375,0.0,-150.0,37.0
54.375,0.0,-148.125,37.0
54.375,0.0,-146.25,38.0
54.375,0.0,-144.375,34.0
54.375,0.0,-142.5,27.0
54.375,0.0,-140.625,31.0
54.375,0.0,-138.75,28.0
54.375,0.0,-136.875,27.0
54.375,0.0,-135.0,31.0
54.375,0.0,-133.125,30.0
54.375,0.0,-131.25,37.0
54.375,0.0,-129.375,39.0
54.375,0.0,-127.5,37.0
54.375,0.0,-125.625,45.0
54.375,0.0,-123.75,57.0
54.375,0.0,-121.875,67.0
54.375,0.0,-120.0,66.0
54.375,10.0,-181.875,33.0
54.375,10.0,-180.0,32.0
54.375,10.0,-178.125,33.0
54.375,10.0,-176.25,31.0
54.375,10.0,-174.375,29.0
54.375,10.0,-172.5,24.0
54.375,10.0,-170.625,27.0
54.375,10.0,-168.75,25.0
54.375,10.0,-166.875,25.0
54.375,10.0,-165.0,22.0
54.375,10.0,-163.125,21.0
54.375,10.0,-161.25,22.0
54.375,10.0,-159.375,22.0
54.375,10.0,-157.5,22.0
54.375,10.0,-155.625,22.0
54.375,10.0,-153.75,23.0
54.375,10.0,-151.875,21.0
54.375,10.0,-150.0,23.0
54.375,10.0,-148.125,29.0
54.375,10.0,-146.25,32.0
54.375,10.0,-144.375,35.0
54.375,10.0,-142.5,43.0
54.375,10.0,-140.625,53.0
54.375,20.0,-196.875,29.0
54.375,20.0,-195.0,31.0
54.375,20.0,-193.125,28.0
54.375,20.0,-191.25,25.0
54.375,20.0,-189.375,23.0
54.375,20.0,-187.5,23.0
54.375,20.0,-185.625,23.0
54.375,20.0,-183.75,16.0
54.375,20.0,-181.875,13.0
54.375,20.0,-180.0,12.0
54.375,20.0,-178.125,14.0
54.375,20.0,-176.25,14.0
54.375,20.0,-174.375,13.0
54.375,20.0,-172.5,13.0
54.375,20.0,-170.625,13.0
54.375,20.0,-168.75,13.0
54.375,20.0,-166.875,14.0
54.375,20.0,-165.0,15.0
54.375,20.0,-163.125,20.0
54.375,20.0,-161.25,26.0
54.375,20.0,-159.375,32.0
54.375,30.0,-202.5,21.0
54.375,30.0,-200.625,20.0
54.375,30.0,-198.75,22.0
54.375,30.0,-196.875,22.0
54.375,30.0,-195.0,23.0
54.375,30.0,-193.125,24.0
54.375,30.0,-191.25,23.0
54.375,30.0,-189.375,25.0
54.375,30.0,-187.5,25.0
54.375,30.0,-185.625,22.0
54.375,30.0,-183.75,25.0
54.375,30.0,-181.875,28.0
54.375,30.0,-180.0,31.0
54.375,30.0,-178.125,29.0
54.375,30.0,-176.25,30.0
54.375,30.0,-174.375,34.0
56.25,0.0,-161.25,47.0
56.25,0.0,-159.375,45.0
56.25,0.0,-157.5,46.0
56.25,0.0,-155.625,44.0
56.25,0.0,-153.75,39.0
56.25,0.0,-151.875,36.0
56.25,0.0,-150.0,38.0
56.25,0.0,-148.125,39.0
56.25,0.0,-146.25,40.0
56.25,0.0,-144.375,35.0
56.25,0.0,-142.5,33.0
56.25,0.0,-140.625,36.0
56.25,0.0,-138.75,31.0
56.25,0.0,-136.875,32.0
56.25,0.0,-135.0,33.0
56.25,0.0,-133.125,30.0
56.25,0.0,-131.25,39.0
56.25,0.0,-129.375,39.0
56.25,0.0,-127.5,30.0
56.25,0.0,-125.625,41.0
56.25,0.0,-123.75,54.0
56.25,0.0,-121.875,56.0
56.25,0.0,-120.0,56.0
56.25,0.0,-118.125,55.0
56.25,10.0,-181.875,34.0
56.25,10.0,-180.0,32.0
56.25,10.0,-178.125,31.0
56.25,10.0,-176.25,28.0
56.25,10.0,-174.375,27.0
56.25,10.0,-172.5,25.0
56.25,10.0,-170.625,27.0
56.25,10.0,-168.75,24.0
56.25,10.0,-166.875,26.0
56.25,10.0,-165.0,25.0
56.25,10.0,-163.125,21.0
56.25,10.0,-161.25,19.0
56.25,10.0,-159.375,23.0
56.25,10.0,-157.5,24.0
56.25,10.0,-155.625,21.0
56.25,10.0,-153.75,20.0
56.25,10.0,-151.875,21.0
56.25,10.0,-150.0,21.0
56.25,10.0,-148.125,25.0
56.25,10.0,-146.25,30.0
56.25,10.0,-144.375,34.0
56.25,10.0,-142.5,38.0
56.25,10.0,-140.625,42.0
56.25,10.0,-138.75,39.0
56.25,10.0,-136.875,42.0
56.25,10.0,-135.0,54.0
56.25,20.0,-193.125,28.0
56.25,20.0,-191.25,27.0
56.25,20.0,-189.375,24.0
56.25,20.0,-187.5,22.0
56.25,20.0,-185.625,19.0
56.25,20.0,-183.75,13.0
56.25,20.0,-181.875,11.0
56.25,20.0,-180.0,11.0
56.25,20.0,-178.125,14.0
56.25,20.0,-176.25,13.0
56.25,20.0,-174.375,13.0
56.25,20.0,-172.5,14.0
56.25,20.0,-170.625,13.0
56.25,20.0,-168.75,12.0
56.25,20.0,-166.875,16.0
56.25,20.0,-165.0,17.0
56.25,20.0,-163.125,19.0
56.25,20.0,-161.25,24.0
56.25,20.0,-159.375,26.0
56.25,30.0,-208.125,22.0
56.25,30.0,-206.25,20.0
56.25,30.0,-204.375,20.0
56.25,30.0,-202.5,20.0
56.25,30.0,-200.625,20.0
56.25,30.0,-198.75,23.0
56.25,30.0,-196.875,23.0
56.25,30.0,-195.0,21.0
56.25,30.0,-193.125,21.0
56.25,30.0,-191.25,21.0
56.25,30.0,-189.375,21.0
56.25,30.0,-187.5,21.0
56.25,30.0,-185.625,21.0
56.25,30.0,-183.75,19.0
56.25,30.0,-181.875,24.0
56.25,30.0,-180.0,27.0
56.25,30.0,-178.125,25.0
56.25,30.0,-176.25,29.0
56.25,30.0,-174.375,33.0
56.25,30.0,-172.5,32.0
56.25,30.0,-170.625,31.0
58.125,0.0,-161.25,44.0
58.125,0.0,-159.375,44.0
58.125,0.0,-157.5,44.0
58.125,0.0,-155.625,44.0
58.125,0.0,-153.75,41.0
58.125,0.0,-151.875,38.0
58.125,0.0,-150.0,41.0
58.125,0.0,-148.125,42.0
58.125,0.0,-146.25,40.0
58.125,0.0,-144.375,39.0
58.125,0.0,-142.5,39.0
58.125,0.0,-140.625,38.0
58.125,0.0,-138.75,38.0
58.125,0.0,-136.875,39.0
58.125,0.0,-135.0,36.0
58.125,0.0,-133.125,37.0
58.125,0.0,-131.25,42.0
58.125,0.0,-129.375,38.0
58.125,0.0,-127.5,25.0
58.125,0.0,-125.625,40.0
58.125,0.0,-123.75,48.0
58.125,0.0,-121.875,45.0
58.125,0.0,-120.0,49.0
58.125,0.0,-118.125,50.0
58.125,10.0,-181.875,39.0
58.125,10.0,-180.0,34.0
58.125,10.0,-178.125,31.0
58.125,10.0,-176.25,29.0
58.125,10.0,-174.375,29.0
58.125,10.0,-172.5,28.0
58.125,10.0,-170.625,25.0
58.125,10.0,-168.75,24.0
58.125,10.0,-166.875,28.0
58.125,10.0,-165.0,26.0
58.125,10.0,-163.125,21.0
58.125,10.0,-161.25,20.0
58.125,10.0,-159.375,20.0
58.125,10.0,-157.5,19.0
58.125,10.0,-155.625,18.0
58.125,10.0,-153.75,20.0
58.125,10.0,-151.875,21.0
58.125,10.0,-150.0,21.0
58.125,10.0,-148.125,25.0
58.125,10.0,-146.25,27.0
58.125,10.0,-144.375,29.0
58.125,10.0,-142.5,37.0
58.125,10.0,-140.625,40.0
58.125,10.0,-138.75,37.0
58.125,10.0,-136.875,42.0
58.125,10.0,-135.0,49.0
58.125,20.0,-193.125,28.0
58.125,20.0,-191.25,29.0
58.125,20.0,-189.375,25.0
58.125,20.0,-187.5,23.0
58.125,20.0,-185.625,20.0
58.125,20.0,-183.75,14.0
58.125,20.0,-181.875,14.0
58.125,20.0,-180.0,12.0
58.125,20.0,-178.125,11.0
58.125,20.0,-176.25,11.0
58.125,20.0,-174.375,12.0
58.125,20.0,-172.5,13.0
58.125,20.0,-170.625,14.0
58.125,20.0,-168.75,13.0
58.125,20.0,-166.875,14.0
58.125,20.0,-165.0,14.0
58.125,20.0,-163.125,17.0
58.125,20.0,-161.25,21.0
58.125,20.0,-159.375,21.0
58.125,30.0,-208.125,21.0
58.125,30.0,-206.25,20.0
58.125,30.0,-204.375,19.0
58.125,30.0,-202.5,19.0
58.125,30.0,-200.625,18.0
58.125,30.0,-198.75,20.0
58.125,30.0,-196.875,20.0
58.125,30.0,-195.0,19.0
58.125,30.0,-193.125,21.0
58.125,30.0,-191.25,21.0
58.125,30.0,-189.375,19.0
58.125,30.0,-187.5,18.0
58.125,30.0,-185.625,20.0
58.125,30.0,-183.75,14.0
58.125,30.0,-181.875,17.0
58.125,30.0,-180.0,20.0
58.125,30.0,-178.125,21.0
58.125,30.0,-176.25,27.0
58.125,30.0,-174.375,30.0
58.125,30.0,-172.5,33.0
58.125,30.0,-170.625,34.0
60.0,0.0,-157.5,45.0
60.0,0.0,-155.625,45.0
60.0,0.0,-153.75,48.0
60.0,0.0,-151.875,47.0
60.0,0.0,-150.0,49.0
60.0,0.0,-148.125,48.0
60.0,0.0,-146.25,43.0
60.0,0.0,-144.375,45.0
60.0,0.0,-142.5,45.0
60.0,0.0,-140.625,40.0
60.0,0.0,-138.75,45.0
60.0,0.0,-136.875,44.0
60.0,0.0,-135.0,42.0
60.0,0.0,-133.125,41.0
60.0,0.0,-131.25,39.0
60.0,0.0,-129.375,33.0
60.0,0.0,-127.5,27.0
60.0,0.0,-125.625,42.0
60.0,0.0,-123.75,41.0
60.0,0.0,-121.875,44.0
60.0,0.0,-120.0,48.0
60.0,0.0,-118.125,47.0
60.0,10.0,-178.125,34.0
60.0,10.0,-176.25,34.0
60.0,10.0,-174.375,35.0
60.0,10.0,-172.5,28.0
60.0,10.0,-170.625,25.0
60.0,10.0,-168.75,28.0
60.0,10.0,-166.875,27.0
60.0,10.0,-165.0,23.0
60.0,10.0,-163.125,24.0
60.0,10.0,-161.25,26.0
60.0,10.0,-159.375,23.0
60.0,10.0,-157.5,21.0
60.0,10.0,-155.625,22.0
60.0,10.0,-153.75,23.0
60.0,10.0,-151.875,23.0
60.0,10.0,-150.0,24.0
60.0,10.0,-148.125,26.0
60.0,10.0,-146.25,24.0
60.0,10.0,-144.375,28.0
60.0,10.0,-142.5,36.0
60.0,10.0,-140.625,36.0
60.0,10.0,-138.75,37.0
60.0,10.0,-136.875,42.0
60.0,10.0,-135.0,45.0
60.0,10.0,-133.125,51.0
60.0,20.0,-193.125,30.0
60.0,20.0,-191.25,27.0
60.0,20.0,-189.375,20.0
60.0,20.0,-187.5,18.0
60.0,20.0,-185.625,21.0
60.0,20.0,-183.75,17.0
60.0,20.0,-181.875,15.0
60.0,20.0,-180.0,12.0
60.0,20.0,-178.125,11.0
60.0,20.0,-176.25,11.0
60.0,20.0,-174.375,10.0
60.0,20.0,-172.5,11.0
60.0,20.0,-170.625,14.0
60.0,20.0,-168.75,14.0
60.0,20.0,-166.875,14.0
60.0,20.0,-165.0,15.0
60.0,20.0,-163.125,18.0
60.0,20.0,-161.25,20.0
60.0,20.0,-159.375,22.0
60.0,20.0,-157.5,29.0
60.0,20.0,-155.625,34.0
60.0,30.0,-211.875,24.0
60.0,30.0,-210.0,25.0
60.0,30.0,-208.125,22.0
60.0,30.0,-206.25,23.0
60.0,30.0,-204.375,22.0
60.0,30.0,-202.5,19.0
60.0,30.0,-200.625,18.0
60.0,30.0,-198.75,19.0
60.0,30.0,-196.875,18.0
60.0,30.0,-195.0,18.0
60.0,30.0,-193.125,21.0
60.0,30.0,-191.25,19.0
60.0,30.0,-189.375,14.0
60.0,30.0,-187.5,14.0
60.0,30.0,-185.625,17.0
60.0,30.0,-183.75,14.0
60.0,30.0,-181.875,16.0
60.0,30.0,-180.0,17.0
60.0,30.0,-178.125,20.0
60.0,30.0,-176.25,24.0
60.0,30.0,-174.375,27.0
60.0,30.0,-172.5,34.0
60.0,30.0,-170.625,36.0
61.875,0.0,-153.75,49.0
61.875,0.0,-151.875,50.0
61.875,0.0,-150.0,53.0
61.875,0.0,-148.125,55.0
61.875,0.0,-146.25,49.0
61.875,0.0,-144.375,50.0
61.875,0.0,-142.5,53.0
61.875,0.0,-140.625,48.0
61.875,0.0,-138.75,48.0
61.875,0.0,-136.875,50.0
61.875,0.0,-135.0,48.0
61.875,0.0,-133.125,38.0
61.875,0.0,-131.25,35.0
61.875,0.0,-129.375,39.0
61.875,0.0,-127.5,44.0
61.875,0.0,-125.625,49.0
61.875,0.0,-123.75,36.0
61.875,0.0,-121.875,41.0
61.875,0.0,-120.0,46.0
61.875,0.0,-118.125,48.0
61.875,10.0,-176.25,37.0
61.875,10.0,-174.375,38.0
61.875,10.0,-172.5,29.0
61.875,10.0,-170.625,26.0
61.875,10.0,-168.75,33.0
61.875,10.0,-166.875,30.0
61.875,10.0,-165.0,26.0
61.875,10.0,-163.125,29.0
61.875,10.0,-161.25,30.0
61.875,10.0,-159.375,27.0
61.875,10.0,-157.5,23.0
61.875,10.0,-155.625,24.0
61.875,10.0,-153.75,26.0
61.875,10.0,-151.875,27.0
61.875,10.0,-150.0,28.0
61.875,10.0,-148.125,27.0
61.875,10.0,-146.25,28.0
61.875,10.0,-144.375,36.0
61.875,10.0,-142.5,35.0
61.875,10.0,-140.625,32.0
61.875,10.0,-138.75,38.0
61.875,10.0,-136.875,43.0
61.875,10.0,-135.0,43.0
61.875,10.0,-133.125,50.0
61.875,20.0,-191.25,28.0
61.875,20.0,-189.375,19.0
61.875,20.0,-187.5,20.0
61.875,20.0,-185.625,24.0
61.875,20.0,-183.75,17.0
61.875,20.0,-181.875,14.0
61.875,20.0,-180.0,14.0
61.875,20.0,-178.125,13.0
61.875,20.0,-176.25,12.0
61.875,20.0,-174.375,11.0
61.875,20.0,-172.5,12.0
61.875,20.0,-170.625,14.0
61.875,20.0,-168.75,15.0
61.875,20.0,-166.875,17.0
61.875,20.0,-165.0,20.0
61.875,20.0,-163.125,21.0
61.875,20.0,-161.25,20.0
61.875,20.0,-159.375,23.0
61.875,20.0,-157.5,30.0
61.875,20.0,-155.625,37.0
61.875,30.0,-211.875,24.0
61.875,30.0,-210.0,25.0
61.875,30.0,-208.125,22.0
61.875,30.0,-206.25,24.0
61.875,30.0,-204.375,23.0
61.875,30.0,-202.5,19.0
61.875,30.0,-200.625,19.0
61.875,30.0,-198.75,20.0
61.875,30.0,-196.875,17.0
61.875,30.0,-195.0,16.0
61.875,30.0,-193.125,19.0
61.875,30.0,-191.25,17.0
61.875,30.0,-189.375,13.0
61.875,30.0,-187.5,14.0
61.875,30.0,-185.625,16.0
61.875,30.0,-183.75,15.0
61.875,30.0,-181.875,18.0
61.875,30.0,-180.0,16.0
61.875,30.0,-178.125,18.0
61.875,30.0,-176.25,22.0
61.875,30.0,-174.375,27.0
61.875,30.0,-172.5,32.0
61.875,30.0,-170.625,35.0
63.75,0.0,-153.75,54.0
63.75,0.0,-151.875,53.0
63.75,0.0,-150.0,53.0
63.75,0.0,-148.125,55.0
63.75,0.0,-146.25,52.0
63.75,0.0,-144.375,55.0
63.75,0.0,-142.5,57.0
63.75,0.0,-140.625,51.0
63.75,0.0,-138.75,47.0
63.75,0.0,-136.875,52.0
63.75,0.0,-135.0,50.0
63.75,0.0,-133.125,41.0
63.75,0.0,-131.25,40.0
63.75,0.0,-129.375,47.0
63.75,0.0,-127.5,54.0
63.75,0.0,-125.625,49.0
63.75,0.0,-123.75,36.0
63.75,0.0,-121.875,42.0
63.75,0.0,-120.0,51.0
63.75,0.0,-118.125,56.0
63.75,10.0,-176.25,41.0
63.75,10.0,-174.375,42.0
63.75,10.0,-172.5,35.0
63.75,10.0,-170.625,30.0
63.75,10.0,-168.75,36.0
63.75,10.0,-166.875,34.0
63.75,10.0,-165.0,33.0
63.75,10.0,-163.125,32.0
63.75,10.0,-161.25,27.0
63.75,10.0,-159.375,25.0
63.75,10.0,-157.5,27.0
63.75,10.0,-155.625,29.0
63.75,10.0,-153.75,28.0
63.75,10.0,-151.875,26.0
63.75,10.0,-150.0,28.0
63.75,10.0,-148.125,28.0
63.75,10.0,-146.25,30.0
63.75,10.0,-144.375,34.0
63.75,10.0,-142.5,32.0
63.75,10.0,-140.625,33.0
63.75,10.0,-138.75,41.0
63.75,10.0,-136.875,46.0
63.75,10.0,-135.0,44.0
63.75,10.0,-133.125,46.0
63.75,20.0,-191.25,32.0
63.75,20.0,-189.375,25.0
63.75,20.0,-187.5,27.0
63.75,20.0,-185.625,26.0
63.75,20.0,-183.75,17.0
63.75,20.0,-181.875,16.0
63.75,20.0,-180.0,17.0
63.75,20.0,-178.125,15.0
63.75,20.0,-176.25,13.0
63.75,20.0,-174.375,12.0
63.75,20.0,-172.5,13.0
63.75,20.0,-170.625,15.0
63.75,20.0,-168.75,14.0
63.75,20.0,-166.875,12.0
63.75,20.0,-165.0,16.0
63.75,20.0,-163.125,19.0
63.75,20.0,-161.25,20.0
63.75,20.0,-159.375,21.0
63.75,20.0,-157.5,28.0
63.75,20.0,-155.625,36.0
63.75,30.0,-211.875,23.0
63.75,30.0,-210.0,23.0
63.75,30.0,-208.125,20.0
63.75,30.0,-206.25,22.0
63.75,30.0,-204.375,21.0
63.75,30.0,-202.5,18.0
63.75,30.0,-200.625,19.0
63.75,30.0,-198.75,20.0
63.75,30.0,-196.875,16.0
63.75,30.0,-195.0,15.0
63.75,30.0,-193.125,18.0
63.75,30.0,-191.25,17.0
63.75,30.0,-189.375,13.0
63.75,30.0,-187.5,15.0
63.75,30.0,-185.625,14.0
63.75,30.0,-183.75,15.0
63.75,30.0,-181.875,17.0
63.75,30.0,-180.0,16.0
63.75,30.0,-178.125,19.0
63.75,30.0,-176.25,19.0
63.75,30.0,-174.375,23.0
63.75,30.0,-172.5,28.0
63.75,30.0,-170.625,35.0
65.625,0.0,-148.125,51.0
65.625,0.0,-146.25,52.0
65.625,0.0,-144.375,56.0
65.625,0.0,-142.5,56.0
65.625,0.0,-140.625,54.0
65.625,0.0,-138.75,50.0
65.625,0.0,-136.875,50.0
65.625,0.0,-135.0,54.0
65.625,0.0,-133.125,51.0
65.625,0.0,-131.25,49.0
65.625,0.0,-129.375,49.0
65.625,0.0,-127.5,51.0
65.625,0.0,-125.625,46.0
65.625,0.0,-123.75,39.0
65.625,0.0,-121.875,46.0
65.625,0.0,-120.0,59.0
65.625,10.0,-168.75,43.0
65.625,10.0,-166.875,39.0
65.625,10.0,-165.0,36.0
65.625,10.0,-163.125,32.0
65.625,10.0,-161.25,27.0
65.625,10.0,-159.375,28.0
65.625,10.0,-157.5,32.0
65.625,10.0,-155.625,31.0
65.625,10.0,-153.75,29.0
65.625,10.0,-151.875,30.0
65.625,10.0,-150.0,32.0
65.625,10.0,-148.125,28.0
65.625,10.0,-146.25,26.0
65.625,10.0,-144.375,31.0
65.625,10.0,-142.5,32.0
65.625,10.0,-140.625,36.0
65.625,10.0,-138.75,40.0
65.625,10.0,-136.875,44.0
65.625,10.0,-135.0,47.0
65.625,20.0,-191.25,34.0
65.625,20.0,-189.375,29.0
65.625,20.0,-187.5,30.0
65.625,20.0,-185.625,27.0
65.625,20.0,-183.75,20.0
65.625,20.0,-181.875,19.0
65.625,20.0,-180.0,18.0
65.625,20.0,-178.125,15.0
65.625,20.0,-176.25,14.0
65.625,20.0,-174.375,15.0
65.625,20.0,-172.5,12.0
65.625,20.0,-170.625,13.0
65.625,20.0,-168.75,14.0
65.625,20.0,-166.875,9.0
65.625,20.0,-165.0,10.0
65.625,20.0,-163.125,17.0
65.625,20.0,-161.25,20.0
65.625,20.0,-159.375,22.0
65.625,20.0,-157.5,28.0
65.625,20.0,-155.625,37.0
65.625,30.0,-211.875,20.0
65.625,30.0,-210.0,19.0
65.625,30.0,-208.125,18.0
65.625,30.0,-206.25,19.0
65.625,30.0,-204.375,18.0
65.625,30.0,-202.5,17.0
65.625,30.0,-200.625,16.0
65.625,30.0,-198.75,15.0
65.625,30.0,-196.875,15.0
65.625,30.0,-195.0,13.0
65.625,30.0,-193.125,16.0
65.625,30.0,-191.25,14.0
65.625,30.0,-189.375,11.0
65.625,30.0,-187.5,14.0
65.625,30.0,-185.625,14.0
65.625,30.0,-183.75,14.0
65.625,30.0,-181.875,12.0
65.625,30.0,-180.0,16.0
65.625,30.0,-178.125,20.0
65.625,30.0,-176.25,19.0
65.625,30.0,-174.375,25.0
65.625,30.0,-172.5,30.0
65.625,30.0,-170.625,34.0
67.5,0.0,-148.125,51.0
67.5,0.0,-146.25,50.0
67.5,0.0,-144.375,55.0
67.5,0.0,-142.5,52.0
67.5,0.0,-140.625,54.0
67.5,0.0,-138.75,52.0
67.5,0.0,-136.875,51.0
67.5,0.0,-135.0,61.0
67.5,0.0,-133.125,54.0
67.5,0.0,-131.25,50.0
67.5,0.0,-129.375,51.0
67.5,0.0,-127.5,54.0
67.5,0.0,-125.625,50.0
67.5,0.0,-123.75,45.0
67.5,0.0,-121.875,49.0
67.5,0.0,-120.0,59.0
67.5,10.0,-168.75,51.0
67.5,10.0,-166.875,46.0
67.5,10.0,-165.0,38.0
67.5,10.0,-163.125,33.0
67.5,10.0,-161.25,30.0
67.5,10.0,-159.375,32.0
67.5,10.0,-157.5,34.0
67.5,10.0,-155.625,31.0
67.5,10.0,-153.75,29.0
67.5,10.0,-151.875,33.0
67.5,10.0,-150.0,35.0
67.5,10.0,-148.125,31.0
67.5,10.0,-146.25,31.0
67.5,10.0,-144.375,40.0
67.5,10.0,-142.5,38.0
67.5,10.0,-140.625,45.0
67.5,10.0,-138.75,52.0
67.5,10.0,-136.875,50.0
67.5,10.0,-135.0,53.0
67.5,20.0,-191.25,34.0
67.5,20.0,-189.375,33.0
67.5,20.0,-187.5,32.0
67.5,20.0,-185.625,28.0
67.5,20.0,-183.75,26.0
67.5,20.0,-181.875,23.0
67.5,20.0,-180.0,20.0
67.5,20.0,-178.125,18.0
67.5,20.0,-176.25,18.0
67.5,20.0,-174.375,18.0
67.5,20.0,-172.5,15.0
67.5,20.0,-170.625,16.0
67.5,20.0,-168.75,18.0
67.5,20.0,-166.875,14.0
67.5,20.0,-165.0,13.0
67.5,20.0,-163.125,19.0
67.5,20.0,-161.25,22.0
67.5,20.0,-159.375,25.0
67.5,20.0,-157.5,31.0
67.5,20.0,-155.625,40.0
67.5,30.0,-211.875,19.0
67.5,30.0,-210.0,17.0
67.5,30.0,-208.125,19.0
67.5,30.0,-206.25,18.0
67.5,30.0,-204.375,17.0
67.5,30.0,-202.5,16.0
67.5,30.0,-200.625,13.0
67.5,30.0,-198.75,13.0
67.5,30.0,-196.875,13.0
67.5,30.0,-195.0,11.0
67.5,30.0,-193.125,15.0
67.5,30.0,-191.25,13.0
67.5,30.0,-189.375,12.0
67.5,30.0,-187.5,14.0
67.5,30.0,-185.625,14.0
67.5,30.0,-183.75,13.0
67.5,30.0,-181.875,14.0
67.5,30.0,-180.0,16.0
67.5,30.0,-178.125,17.0
67.5,30.0,-176.25,18.0
67.5,30.0,-174.375,24.0
67.5,30.0,-172.5,29.0
67.5,30.0,-170.625,32.0
69.375,10.0,-166.875,53.0
69.375,10.0,-165.0,42.0
69.375,10.0,-163.125,38.0
69.375,10.0,-161.25,35.0
69.375,10.0,-159.375,35.0
69.375,10.0,-157.5,36.0
69.375,10.0,-155.625,35.0
69.375,10.0,-153.75,31.0
69.375,10.0,-151.875,29.0
69.375,10.0,-150.0,33.0
69.375,10.0,-148.125,34.0
69.375,10.0,-146.25,38.0
69.375,10.0,-144.375,46.0
69.375,10.0,-142.5,44.0
69.375,10.0,-140.625,54.0
69.375,20.0,-183.75,30.0
69.375,20.0,-181.875,27.0
69.375,20.0,-180.0,25.0
69.375,20.0,-178.125,24.0
69.375,20.0,-176.25,21.0
69.375,20.0,-174.375,21.0
69.375,20.0,-172.5,20.0
69.375,20.0,-170.625,18.0
69.375,20.0,-168.75,19.0
69.375,20.0,-166.875,20.0
69.375,20.0,-165.0,18.0
69.375,20.0,-163.125,19.0
69.375,20.0,-161.25,22.0
69.375,20.0,-159.375,26.0
69.375,20.0,-157.5,30.0
69.375,20.0,-155.625,38.0
69.375,30.0,-213.75,16.0
69.375,30.0,-211.875,18.0
69.375,30.0,-210.0,16.0
69.375,30.0,-208.125,19.0
69.375,30.0,-206.25,18.0
69.375,30.0,-204.375,18.0
69.375,30.0,-202.5,16.0
69.375,30.0,-200.625,13.0
69.375,30.0,-198.75,13.0
69.375,30.0,-196.875,13.0
69.375,30.0,-195.0,11.0
69.375,30.0,-193.125,15.0
69.375,30.0,-191.25,16.0
69.375,30.0,-189.375,17.0
69.375,30.0,-187.5,15.0
69.375,30.0,-185.625,12.0
69.375,30.0,-183.75,13.0
69.375,30.0,-181.875,15.0
69.375,30.0,-180.0,15.0
69.375,30.0,-178.125,15.0
69.375,30.0,-176.25,15.0
69.375,30.0,-174.375,21.0
69.375,30.0,-172.5,28.0
69.375,30.0,-170.625,31.0
69.375,30.0,-168.75,35.0
71.25,10.0,-161.25,42.0
71.25,10.0,-159.375,38.0
71.25,10.0,-157.5,40.0
71.25,10.0,-155.625,40.0
71.25,10.0,-153.75,34.0
71.25,10.0,-151.875,31.0
71.25,10.0,-150.0,32.0
71.25,10.0,-148.125,34.0
71.25,10.0,-146.25,36.0
71.25,10.0,-144.375,41.0
71.25,10.0,-142.5,47.0
71.25,10.0,-140.625,56.0
71.25,20.0,-176.25,27.0
71.25,20.0,-174.375,24.0
71.25,20.0,-172.5,25.0
71.25,20.0,-170.625,24.0
71.25,20.0,-168.75,24.0
71.25,20.0,-166.875,23.0
71.25,20.0,-165.0,20.0
71.25,20.0,-163.125,18.0
71.25,20.0,-161.25,20.0
71.25,20.0,-159.375,25.0
71.25,20.0,-157.5,29.0
71.25,20.0,-155.625,33.0
71.25,30.0,-213.75,18.0
71.25,30.0,-211.875,19.0
71.25,30.0,-210.0,18.0
71.25,30.0,-208.125,17.0
71.25,30.0,-206.25,16.0
71.25,30.0,-204.375,17.0
71.25,30.0,-202.5,16.0
71.25,30.0,-200.625,13.0
71.25,30.0,-198.75,14.0
71.25,30.0,-196.875,14.0
71.25,30.0,-195.0,13.0
71.25,30.0,-193.125,16.0
71.25,30.0,-191.25,18.0
71.25,30.0,-189.375,17.0
71.25,30.0,-187.5,15.0
71.25,30.0,-185.625,11.0
71.25,30.0,-183.75,12.0
71.25,30.0,-181.875,14.0
71.25,30.0,-180.0,16.0
71.25,30.0,-178.125,15.0
71.25,30.0,-176.25,15.0
71.25,30.0,-174.375,19.0
71.25,30.0,-172.5,23.0
71.25,30.0,-170.625,26.0
71.25,30.0,-168.75,28.0
71.25,30.0,-166.875,32.0
71.25,30.0,-165.0,40.0
73.125,10.0,-161.25,51.0
73.125,10.0,-159.375,46.0
73.125,10.0,-157.5,44.0
73.125,10.0,-155.625,42.0
73.125,10.0,-153.75,39.0
73.125,10.0,-151.875,38.0
73.125,10.0,-150.0,36.0
73.125,10.0,-148.125,36.0
73.125,10.0,-146.25,38.0
73.125,10.0,-144.375,43.0
73.125,10.0,-142.5,48.0
73.125,10.0,-140.625,54.0
73.125,20.0,-176.25,34.0
73.125,20.0,-174.375,28.0
73.125,20.0,-172.5,28.0
73.125,20.0,-170.625,36.0
73.125,20.0,-168.75,36.0
73.125,20.0,-166.875,28.0
73.125,20.0,-165.0,25.0
73.125,20.0,-163.125,22.0
73.125,20.0,-161.25,19.0
73.125,20.0,-159.375,21.0
73.125,20.0,-157.5,23.0
73.125,20.0,-155.625,27.0
73.125,30.0,-213.75,19.0
